relationshipId,startNodeId,endNodeId,type,amount,unit,stepOrder
a968a22e5befa224,8265fcbfc7a93654,a3dd28934f2f9a12,REQUIRES,50,毫升,
e3be60f0056a356e,8265fcbfc7a93654,51731c093ee2c51a,REQUIRES,,,
1fe361585b549532,8265fcbfc7a93654,bc91682a9d51ea19,CONTAINS_STEP,,,1.0
84bff95fb9734589,8265fcbfc7a93654,5e77d365676eee5a,CONTAINS_STEP,,,2.0
fad011fe67aa72bb,8265fcbfc7a93654,2e85a4e16b12d76f,CONTAINS_STEP,,,3.0
2ab4056cdb65fa1d,8265fcbfc7a93654,13a2eaf822c9014c,CONTAINS_STEP,,,4.0
f5093bd322e2cc2d,8265fcbfc7a93654,2b81886bfba999c6,BELONGS_TO_CATEGORY,,,
82f573b5cd15e781,8265fcbfc7a93654,90fbf75112044729,HAS_DIFFICULTY_LEVEL,,,
107f64915ad9c76f,297ae1720f84e375,5e32ad2a17fce850,REQUIRES,10-15,个,
b88a2d6114af4b4d,297ae1720f84e375,591bba36f3a09e1c,REQUIRES,10-15,毫升,
74694a94aa9dffe5,297ae1720f84e375,4e0a6e46151b76e4,REQUIRES,,,
065e50a4784420a8,297ae1720f84e375,454f3c68a59eb078,REQUIRES,,,
612f37a70e9d5299,297ae1720f84e375,bcc99d7866dd03a8,CONTAINS_STEP,,,1.0
58e7c26f1d906b5e,297ae1720f84e375,e783f02563c66dd1,CONTAINS_STEP,,,2.0
6cad9014a52b262d,297ae1720f84e375,0043a319327e7a5a,CONTAINS_STEP,,,3.0
521ab8ae780fa81d,297ae1720f84e375,b486db460d802510,CONTAINS_STEP,,,4.0
818a95e6184d933f,297ae1720f84e375,f35947323303ec4a,CONTAINS_STEP,,,5.0
f96887ae5e8fe3b0,297ae1720f84e375,0bfdd6307b40b1aa,CONTAINS_STEP,,,6.0
8e5032e79f4aefc4,297ae1720f84e375,d9fded28ff80a551,CONTAINS_STEP,,,7.0
2ce7e6412dffc9d4,297ae1720f84e375,33ea27e844dbd906,CONTAINS_STEP,,,8.0
c10fba6e1a928bd1,297ae1720f84e375,8ca84cc99f190e02,CONTAINS_STEP,,,9.0
019b375d7916b46d,297ae1720f84e375,4ad8dfc15b0ebcbd,CONTAINS_STEP,,,10.0
83f255fdb55f2a5c,297ae1720f84e375,2b81886bfba999c6,BELONGS_TO_CATEGORY,,,
bda73a603054e631,297ae1720f84e375,90fbf75112044729,HAS_DIFFICULTY_LEVEL,,,
f3444cef4edee47a,f301a5456ec4a718,8d8c7cfe7130f3a0,REQUIRES,8,颗,
5642ee0bbf191db7,f301a5456ec4a718,7bda97ac3ec3677f,REQUIRES,2,颗,
493b4275d29ebc4a,f301a5456ec4a718,fb3fd3b8cfac4ea2,REQUIRES,2,片,
7fb1f8fa37725db0,f301a5456ec4a718,9d5b54483543d7e4,REQUIRES,1,小块,
055c53b1c21ac77b,f301a5456ec4a718,d4ae7643918afac4,REQUIRES,5,克,
cbccbc3eb1eab330,f301a5456ec4a718,f51cc7dee2ae247a,REQUIRES,15,克,
b06e74da20c8b904,f301a5456ec4a718,747766043e7f6f07,REQUIRES,20,克,
a61f216af13a512c,f301a5456ec4a718,8eacb18b6bdddbdf,REQUIRES,15,克,
3a304e77106c8c1e,f301a5456ec4a718,c58ebb601076aef8,REQUIRES,25,克,
9cb56ca827e131a2,f301a5456ec4a718,2b62b694f442f39c,REQUIRES,3,克,
10c2b1f79e6b94dd,f301a5456ec4a718,71cf367251833542,CONTAINS_STEP,,,1.0
f9a0c6fd51c7c7c8,f301a5456ec4a718,6365c10770d4d65f,CONTAINS_STEP,,,2.0
8fe86e74aa4bddf2,f301a5456ec4a718,940981003c397680,CONTAINS_STEP,,,3.0
dea108db59597db3,f301a5456ec4a718,cf5695a9e3163000,CONTAINS_STEP,,,4.0
91fbd09eedf70801,f301a5456ec4a718,7a175b2154d85d6e,CONTAINS_STEP,,,5.0
