relationshipId,startNodeId,endNodeId,type,amount,unit,stepOrder
50b2a39d0ea3ba1b,d23044499d5e537f,f62673b3eb54a928,CONTAINS_STEP,,,5.0
f6bf716773ea19ef,d23044499d5e537f,150b81ecd671c094,CONTAINS_STEP,,,6.0
22bd85604b78c9e1,d23044499d5e537f,6927bf07ae8a9843,CONTAINS_STEP,,,7.0
4585a0804e694d0c,d23044499d5e537f,8e335339df5561a6,CONTAINS_STEP,,,8.0
71e4219636478968,d23044499d5e537f,fbaa4e39ca8903bf,BELONGS_TO_CATEGORY,,,
3caa55c9868372e7,d23044499d5e537f,b47f0d2431a888a2,HAS_DIFFICULTY_LEVEL,,,
30f3b4a8d47a59c0,1cdfa62341896e19,1abd563c4de67ef2,REQUIRES,500,克,
6369470c7b4e50b0,1cdfa62341896e19,89aa75a311e9eced,REQUIRES,10,克,
c015b9297b9e2b51,1cdfa62341896e19,3de857b59530ec6e,REQUIRES,30,克,
b81a1d076e0b22de,1cdfa62341896e19,2cdc8e1f9aefc7b2,REQUIRES,50,克,
470a84150b911d68,1cdfa62341896e19,8d8c7cfe7130f3a0,REQUIRES,50,克,
782c2f7808be17a7,1cdfa62341896e19,8eacb18b6bdddbdf,REQUIRES,10,毫升,
2a626ecc1b999d2a,1cdfa62341896e19,f00e325df91687b0,REQUIRES,20,克,
aa7069cc0a382367,1cdfa62341896e19,99600898266742b1,REQUIRES,10,克,
cdd777a3c293fe14,1cdfa62341896e19,26ccb96ebf690e99,REQUIRES,30,毫升,
9786e59eb91bd4b6,1cdfa62341896e19,9949b74f9bbcbda2,REQUIRES,5,克,
14390d6449b83540,1cdfa62341896e19,2b62b694f442f39c,REQUIRES,10,克,
58df84deb8b7f421,1cdfa62341896e19,d637cf980b3c2b5a,CONTAINS_STEP,,,1.0
4c2547212961dec3,1cdfa62341896e19,53a01c77774eaadc,CONTAINS_STEP,,,2.0
14b10fdc9a0d47a2,1cdfa62341896e19,6d0fe6d71fb2d85b,CONTAINS_STEP,,,3.0
ef7eb7a3550dc138,1cdfa62341896e19,14b76b6fd28f1ff6,CONTAINS_STEP,,,4.0
fbeeb1ed1768e68b,1cdfa62341896e19,9d44c85cc148b74a,CONTAINS_STEP,,,5.0
3a2de476bd207de5,1cdfa62341896e19,1b70333f3519bf24,CONTAINS_STEP,,,6.0
700ae93fffd7da2a,1cdfa62341896e19,fbaa4e39ca8903bf,BELONGS_TO_CATEGORY,,,
2b8bb035c4dd9276,1cdfa62341896e19,8ffff47d4d8a1bba,HAS_DIFFICULTY_LEVEL,,,
03209bd139ca67c7,6516452c79f80d4b,f839268c41aa92a3,REQUIRES,8-10,个,
91e0ae999a113ff0,6516452c79f80d4b,be1a7c309fe2740b,REQUIRES,10,克,
7b59a63d3d1ddb12,6516452c79f80d4b,1e2a144c462b1349,REQUIRES,15,克,
4b9ff1447fab2158,6516452c79f80d4b,f7e2bea0db01f3ce,REQUIRES,15,克,
e2875dda144aaaa9,6516452c79f80d4b,fb3fd3b8cfac4ea2,REQUIRES,1,片,
3e624f9405f024ab,6516452c79f80d4b,7bda97ac3ec3677f,REQUIRES,1,个,
20668b207f3fc108,6516452c79f80d4b,e7f2652992a6ec8c,REQUIRES,5,克,
18803f577e56147e,6516452c79f80d4b,f51cc7dee2ae247a,REQUIRES,15,克,
ef0f87ca19bf7ae3,6516452c79f80d4b,36f58a72875817bf,REQUIRES,35,毫升,
301d31c4a3d41c27,6516452c79f80d4b,8eacb18b6bdddbdf,REQUIRES,15,毫升,
6dbb91bc17b410f2,6516452c79f80d4b,c58ebb601076aef8,REQUIRES,5,毫升,
09f104e9e809a444,6516452c79f80d4b,012f941f126fbf2c,REQUIRES,3,克,
5cf4ea2610fb1f81,6516452c79f80d4b,3de857b59530ec6e,REQUIRES,2,克,
7e4cc3f3411b1ebd,6516452c79f80d4b,02e1eabcea426568,REQUIRES,1,克,
a776b1acdf301d8e,6516452c79f80d4b,4d88236423cbd7a7,REQUIRES,3,克,
d3e912339355deba,6516452c79f80d4b,9d1e2307ea816d47,REQUIRES,5,克,
c9494127162b8980,6516452c79f80d4b,591bba36f3a09e1c,REQUIRES,10-15,毫升,
52c08fc5ebae7f3f,6516452c79f80d4b,717f42445ecc2ca9,CONTAINS_STEP,,,1.0
63673dce711c4b37,6516452c79f80d4b,2917bdbbaed9986f,CONTAINS_STEP,,,2.0
cf4fca2dc5974e70,6516452c79f80d4b,630998f0d57cc767,CONTAINS_STEP,,,3.0
4ad36da348df016a,6516452c79f80d4b,a921dc5e35cf6939,CONTAINS_STEP,,,4.0
a1cf9ccdfd95f337,6516452c79f80d4b,10730f950af38438,CONTAINS_STEP,,,5.0
2181c195276ec4e2,6516452c79f80d4b,76aaa2051fdda7d1,CONTAINS_STEP,,,6.0
aa529112a944b202,6516452c79f80d4b,9ed943063c1f1b05,CONTAINS_STEP,,,7.0
7da14b9872de621f,6516452c79f80d4b,7d71a871ab423441,CONTAINS_STEP,,,8.0
fc736c4097f75561,6516452c79f80d4b,0da6e724f3a9feec,CONTAINS_STEP,,,9.0
c15a0c887f0449fe,6516452c79f80d4b,3096d2d944f2f2a8,CONTAINS_STEP,,,10.0
74cb406c1a442ef0,6516452c79f80d4b,83d1797c78dfa12c,CONTAINS_STEP,,,11.0
71406dd04fa35467,6516452c79f80d4b,384b265dab4b7044,CONTAINS_STEP,,,12.0
6696c07101b16bac,6516452c79f80d4b,6290d9ad5e6ba8ec,CONTAINS_STEP,,,13.0
50305a8fe8940506,6516452c79f80d4b,fbaa4e39ca8903bf,BELONGS_TO_CATEGORY,,,
565abeaa74b63418,6516452c79f80d4b,b47f0d2431a888a2,HAS_DIFFICULTY_LEVEL,,,
d55c7955cd0851a1,9f7d4afe5eccd67a,2af159c677910d35,REQUIRES,1,斤,
f362674c46ef03e3,9f7d4afe5eccd67a,756bed3f74e2e3fb,REQUIRES,20,克,
115b8a3dd3cca9d7,9f7d4afe5eccd67a,3b01ee5f4c43c55c,REQUIRES,15,克,
eef7999754c9fe5a,9f7d4afe5eccd67a,3de857b59530ec6e,REQUIRES,3,克,
25b9936518c7268d,9f7d4afe5eccd67a,8eacb18b6bdddbdf,REQUIRES,30,克,
5c46079a7ca2ef33,9f7d4afe5eccd67a,99600898266742b1,REQUIRES,30,克,
8f301313f8f73c0b,9f7d4afe5eccd67a,012f941f126fbf2c,REQUIRES,3,克,
53d037c605ecbf33,9f7d4afe5eccd67a,a0f811163427b27d,REQUIRES,15-30,克,
eeabd6d3a6f21d67,9f7d4afe5eccd67a,25b3242025557526,REQUIRES,5,条,
9ce591eff5c1d032,9f7d4afe5eccd67a,02388f585485c7d2,REQUIRES,5,颗,
6b8fdbc112cbd18c,9f7d4afe5eccd67a,0b2e754026eae1ff,CONTAINS_STEP,,,1.0
dff4ae3928c96c2d,9f7d4afe5eccd67a,a5dd4a908285b471,CONTAINS_STEP,,,2.0
edb79b5abdde2b05,9f7d4afe5eccd67a,b405b93b90858656,CONTAINS_STEP,,,3.0
44a2a83d0aeac04b,9f7d4afe5eccd67a,d2e2f7afb488a9b0,CONTAINS_STEP,,,4.0
5051c3e5492a4a40,9f7d4afe5eccd67a,573a02eefbb58f59,CONTAINS_STEP,,,5.0
15fe23841f74ec8c,9f7d4afe5eccd67a,151bfddb723312be,CONTAINS_STEP,,,6.0
d67d2c69d63ba4fa,9f7d4afe5eccd67a,68962c1ccbc8c622,CONTAINS_STEP,,,7.0
fc8bd2feabc86169,9f7d4afe5eccd67a,fbaa4e39ca8903bf,BELONGS_TO_CATEGORY,,,
e64031090b4bbdfe,9f7d4afe5eccd67a,b47f0d2431a888a2,HAS_DIFFICULTY_LEVEL,,,
e8996e66c56c11aa,8e46bd7b2500c596,3629216b05c6eef9,REQUIRES,4,个,
79886c75c9ffbe1c,8e46bd7b2500c596,48537d7a891faf7e,REQUIRES,1,根,
fb845a8f7a42df2f,8e46bd7b2500c596,591bba36f3a09e1c,REQUIRES,20-25,毫升,
d032f55f15a004c2,8e46bd7b2500c596,99600898266742b1,REQUIRES,20,克,
4e87a54d8e53b516,8e46bd7b2500c596,8eacb18b6bdddbdf,REQUIRES,5,克,
1be5fab5368b9640,8e46bd7b2500c596,3de857b59530ec6e,REQUIRES,2,克,
038a3abb82111027,8e46bd7b2500c596,2cdc8e1f9aefc7b2,REQUIRES,2,克,
40fdb2d13aef9621,8e46bd7b2500c596,7f1151fe709523e8,CONTAINS_STEP,,,1.0
c2f38c5dd519cf44,8e46bd7b2500c596,44d6189e3d1134af,CONTAINS_STEP,,,2.0
939b699037dc4dbb,8e46bd7b2500c596,b8ea251589045a17,CONTAINS_STEP,,,3.0
856732f58fff471e,8e46bd7b2500c596,8a028a093254721b,CONTAINS_STEP,,,4.0
ecd31f87bcfbee91,8e46bd7b2500c596,4326d131888dafb7,CONTAINS_STEP,,,5.0
ff455fdc66621f10,8e46bd7b2500c596,c1eba30d91d4335f,CONTAINS_STEP,,,6.0
0767ed62cecba661,8e46bd7b2500c596,0a97f90267d726ff,CONTAINS_STEP,,,7.0
0ef069a3b6c37a66,8e46bd7b2500c596,8cb6f754f0c0bb7b,CONTAINS_STEP,,,8.0
13dc6994241a2989,8e46bd7b2500c596,770dfa65c6776654,CONTAINS_STEP,,,9.0
5cd7d5c3aa42c5bb,8e46bd7b2500c596,c9aa066b305acae1,CONTAINS_STEP,,,10.0
edcc796447dc8f61,8e46bd7b2500c596,312a7be71516ce89,CONTAINS_STEP,,,11.0
ab7ae0cff5f6eae2,8e46bd7b2500c596,3ebc432ebf57f1c2,CONTAINS_STEP,,,12.0
895683ea757fcae2,8e46bd7b2500c596,fbaa4e39ca8903bf,BELONGS_TO_CATEGORY,,,
6b168d23a65bf789,8e46bd7b2500c596,b47f0d2431a888a2,HAS_DIFFICULTY_LEVEL,,,
d952c4996a51563a,3c3d21fead9586f0,11612c8dd00945a4,REQUIRES,1,个,
22dc8d033f273f68,3c3d21fead9586f0,8d8c7cfe7130f3a0,REQUIRES,1.5,个,
b150d816aab1012c,3c3d21fead9586f0,591bba36f3a09e1c,REQUIRES,4,毫升,
40e5da878c732210,3c3d21fead9586f0,012f941f126fbf2c,REQUIRES,1.5-2,克,
ef3da6e81f272d78,3c3d21fead9586f0,51731c093ee2c51a,REQUIRES,0-2,克,
7dee2331e519d6a9,3c3d21fead9586f0,454f3c68a59eb078,REQUIRES,0-10,克,
80522c657f868352,3c3d21fead9586f0,264ea5f278a6b297,CONTAINS_STEP,,,1.0
35150b566d7c8ed8,3c3d21fead9586f0,96969e8167937855,CONTAINS_STEP,,,2.0
d52de66df628ba92,3c3d21fead9586f0,a34a53fa2602d5a7,CONTAINS_STEP,,,3.0
334bc930e925d30e,3c3d21fead9586f0,62c4d2e0e8446282,CONTAINS_STEP,,,4.0
bec872fef7078187,3c3d21fead9586f0,88b9ecc04fb20e26,CONTAINS_STEP,,,5.0
fd20f1afbe34b298,3c3d21fead9586f0,fbaa4e39ca8903bf,BELONGS_TO_CATEGORY,,,
a718ba49bdf002dc,3c3d21fead9586f0,90fbf75112044729,HAS_DIFFICULTY_LEVEL,,,
770e04d4bb7ef148,341c1e25d75a4199,987d92b730064b5a,REQUIRES,3,个,
2a9ba9408ef17e53,341c1e25d75a4199,9288b88cddf3cdcd,REQUIRES,200,克,
c40235806e74bea4,341c1e25d75a4199,012f941f126fbf2c,REQUIRES,3,克,
651ad5025e81940c,341c1e25d75a4199,8eacb18b6bdddbdf,REQUIRES,3,毫升,
7906c633305f05c4,341c1e25d75a4199,99600898266742b1,REQUIRES,3,毫升,
139bd07540156c73,341c1e25d75a4199,f7e2bea0db01f3ce,REQUIRES,5,克,
738d0dd0ef95d289,341c1e25d75a4199,a6673eb5674c760f,REQUIRES,5,克,
4cb7c67ac08a1a39,341c1e25d75a4199,121157f3cd06abbf,REQUIRES,2,毫升,
f996a174140068f7,341c1e25d75a4199,630f1d19fa08b336,REQUIRES,3,克,
c409793e61650cb9,341c1e25d75a4199,75789e58d099a674,REQUIRES,8,毫升,
6ad41212441cd14d,341c1e25d75a4199,f83a6a91795c22f2,CONTAINS_STEP,,,1.0
4004627c933ae995,341c1e25d75a4199,a0a9b0377287fdd5,CONTAINS_STEP,,,2.0
e722ad21003e30de,341c1e25d75a4199,ff9634f07878e177,CONTAINS_STEP,,,3.0
b72c358c42bc819e,341c1e25d75a4199,27ef45c4c334cdef,CONTAINS_STEP,,,4.0
bfdc2bcbc90da101,341c1e25d75a4199,4a2251bda98770c4,CONTAINS_STEP,,,5.0
135993cb3d29585b,341c1e25d75a4199,ac160a00b132b562,CONTAINS_STEP,,,6.0
4bc04fb184e48e65,341c1e25d75a4199,72baf82b6be102b9,CONTAINS_STEP,,,7.0
d8c4ec4faf6cacf2,341c1e25d75a4199,2972d47206fbc4e3,CONTAINS_STEP,,,8.0
4bc9705002e7a20b,341c1e25d75a4199,9aae038aea46ea2d,CONTAINS_STEP,,,9.0
cc6693a91b9ba7bc,341c1e25d75a4199,fbaa4e39ca8903bf,BELONGS_TO_CATEGORY,,,
87060b147a5fb580,341c1e25d75a4199,b47f0d2431a888a2,HAS_DIFFICULTY_LEVEL,,,
89d334f2815f46ba,67707d0a25be00b7,578b346583062740,REQUIRES,1,根,
d707a180f41aa7fb,67707d0a25be00b7,8d8c7cfe7130f3a0,REQUIRES,2,个,
e5398eab399a5ccf,67707d0a25be00b7,e602331369c3b698,REQUIRES,1,根,
a162a628fd20a18d,67707d0a25be00b7,012f941f126fbf2c,REQUIRES,2,克,
f16e7c888519a329,67707d0a25be00b7,8eacb18b6bdddbdf,REQUIRES,3,毫升,
e124e02fccbda90b,67707d0a25be00b7,fe0e1e2432c9ad3c,REQUIRES,1,个,
3cdf66a43871fbf9,67707d0a25be00b7,591bba36f3a09e1c,REQUIRES,10,毫升,
ecd930c7e3983474,67707d0a25be00b7,59f8ec5a2ad1164e,CONTAINS_STEP,,,1.0
6ffed5b2bb220046,67707d0a25be00b7,e7b473c240280df4,CONTAINS_STEP,,,2.0
82ec127cd18de0e5,67707d0a25be00b7,9cf09a9e037999b8,CONTAINS_STEP,,,3.0
bbae16eba4bb53a7,67707d0a25be00b7,d7bd416e5f02c434,CONTAINS_STEP,,,4.0
84c48eef7ef61ee6,67707d0a25be00b7,e947fbda0fbf7163,CONTAINS_STEP,,,5.0
208e1247e3fc7636,67707d0a25be00b7,d269f680284344e2,CONTAINS_STEP,,,6.0
958c386304f0df13,67707d0a25be00b7,fbaa4e39ca8903bf,BELONGS_TO_CATEGORY,,,
70d3d613a2800b46,67707d0a25be00b7,90fbf75112044729,HAS_DIFFICULTY_LEVEL,,,
a76dcf45136842ef,ac1a17871b1eae0f,4e39181987e113f7,REQUIRES,2,只,
5c3de97a5299c99e,ac1a17871b1eae0f,4c70d9b531a51882,REQUIRES,5,朵,
2384621c7ee1f709,ac1a17871b1eae0f,987d92b730064b5a,REQUIRES,2,个,
d63d19cb940dadd7,ac1a17871b1eae0f,708e1f24fd88cd89,REQUIRES,2,片,
a6fad18767897bcf,ac1a17871b1eae0f,e7f2652992a6ec8c,REQUIRES,5-6,个,
9a4a8a4c93398b90,ac1a17871b1eae0f,012f941f126fbf2c,REQUIRES,10,克,
b97f0d35de89aeb6,ac1a17871b1eae0f,f00e325df91687b0,REQUIRES,10,毫升,
965be2085999da76,ac1a17871b1eae0f,9949b74f9bbcbda2,REQUIRES,5,克,
9929ee675e78af3e,ac1a17871b1eae0f,3de857b59530ec6e,REQUIRES,5,克,
161a5e643793d7ff,ac1a17871b1eae0f,121157f3cd06abbf,REQUIRES,5,毫升,
8ebae4cad8dceb67,ac1a17871b1eae0f,90e30825c05a7213,REQUIRES,,,
95e674d43e0bae52,ac1a17871b1eae0f,c4c861a331203d3a,REQUIRES,1,个,
988a63f659ebafb3,ac1a17871b1eae0f,491fd61472f221e0,CONTAINS_STEP,,,1.0
d2e154b65edaa805,ac1a17871b1eae0f,38e6b905737b2857,CONTAINS_STEP,,,2.0
68bcc5d6949a4f96,ac1a17871b1eae0f,1db5d273b3ab7760,CONTAINS_STEP,,,3.0
4816195abf387d6e,ac1a17871b1eae0f,551d37cdc6cf1c77,CONTAINS_STEP,,,4.0
f6d5df9f6f45bff0,ac1a17871b1eae0f,ca92db7265d13a42,CONTAINS_STEP,,,5.0
26dcc70228cca090,ac1a17871b1eae0f,fbaa4e39ca8903bf,BELONGS_TO_CATEGORY,,,
c737b5a5c61c30b9,ac1a17871b1eae0f,b47f0d2431a888a2,HAS_DIFFICULTY_LEVEL,,,
d45e701b9a5136c1,c5bb059702549bf3,8868bc192a5fd0d8,REQUIRES,250-500,克,
e1b91123c6644f7d,c5bb059702549bf3,ffcf88d043d63ac4,REQUIRES,100-200,克,
ad9b96eccd1182d6,c5bb059702549bf3,63a0d86fabf575cc,REQUIRES,5-15,克,
5edd152e3df40758,c5bb059702549bf3,a6673eb5674c760f,REQUIRES,5-10,克,
33ce98433dfef6b1,c5bb059702549bf3,012f941f126fbf2c,REQUIRES,,,
872b37d060568269,c5bb059702549bf3,24c26dc5ebca9d8c,REQUIRES,,,
dc5b95322dbbead4,c5bb059702549bf3,8099ad41821c039c,CONTAINS_STEP,,,1.0
0dfa4fd20baf57dd,c5bb059702549bf3,4ce604cfa13790ae,CONTAINS_STEP,,,2.0
6fc0878f900e4ef3,c5bb059702549bf3,34799a733222a722,CONTAINS_STEP,,,3.0
ee19cf746c837a46,c5bb059702549bf3,0056907f94360d80,CONTAINS_STEP,,,4.0
e25ddede6ed1d4d8,c5bb059702549bf3,4ec081bb3f1bf90d,CONTAINS_STEP,,,5.0
f5279d87619c6081,c5bb059702549bf3,e030434706fd3aea,BELONGS_TO_CATEGORY,,,
6c56a1964cdaa25b,c5bb059702549bf3,8ffff47d4d8a1bba,HAS_DIFFICULTY_LEVEL,,,
e3bebddff0e1f89a,10cf45e70b7fe3eb,8868bc192a5fd0d8,REQUIRES,500-800,克,
e79c688cf1e57ca1,10cf45e70b7fe3eb,be61f8f91eefd266,REQUIRES,1,根,
ddd796f6f9c27745,10cf45e70b7fe3eb,fd13e5881d4211a1,REQUIRES,1,根,
2cf1007a69be8887,10cf45e70b7fe3eb,fd0c9db7a6a22d61,REQUIRES,,,
d8183ab6b302b051,10cf45e70b7fe3eb,a5a896d3d1479d48,REQUIRES,1,根,
954807dbc101f95e,10cf45e70b7fe3eb,591bba36f3a09e1c,REQUIRES,10,毫升,
5488fd453ab0b881,10cf45e70b7fe3eb,a70f44387974ed9e,REQUIRES,4,克,
fba78fc823fc08ca,10cf45e70b7fe3eb,f00e325df91687b0,REQUIRES,10,毫升,
3f3c7048d77784a9,10cf45e70b7fe3eb,89aa75a311e9eced,REQUIRES,10,毫升,
ae01afdc50c966da,10cf45e70b7fe3eb,809cd62c6159126d,REQUIRES,10-15,克,
52c60882c6f87916,10cf45e70b7fe3eb,ed5e59e62e79f897,REQUIRES,1000,毫升,
9ee92bcd6da78e87,10cf45e70b7fe3eb,a6673eb5674c760f,REQUIRES,,,
2d6463f1559a8cd0,10cf45e70b7fe3eb,eb1264a1ee4ec1e3,CONTAINS_STEP,,,1.0
cf7e3742cf4fcf2f,10cf45e70b7fe3eb,5aa3aa853cfc155a,CONTAINS_STEP,,,2.0
5eb42e92b15dd92a,10cf45e70b7fe3eb,360fa77fff98bd19,CONTAINS_STEP,,,3.0
d1099fc3ee0b4f79,10cf45e70b7fe3eb,ce9f7b34887d10c6,CONTAINS_STEP,,,4.0
4600012a9db8898a,10cf45e70b7fe3eb,424110f5eca66fa7,CONTAINS_STEP,,,5.0
e856e467c505f748,10cf45e70b7fe3eb,6b3ee253c20e7763,CONTAINS_STEP,,,6.0
4070a1ad50c9934c,10cf45e70b7fe3eb,e030434706fd3aea,BELONGS_TO_CATEGORY,,,
4ed266ae899e7f08,10cf45e70b7fe3eb,b47f0d2431a888a2,HAS_DIFFICULTY_LEVEL,,,
247e04fcfca19455,8e0c85939ec53b4c,8d8c7cfe7130f3a0,REQUIRES,2,个,
f303afdf6077f932,8e0c85939ec53b4c,702e1865287050f9,REQUIRES,10,克,
f240e8113a8ee7fa,8e0c85939ec53b4c,454f3c68a59eb078,REQUIRES,,,
59c81eb681b267fa,8e0c85939ec53b4c,a3dd28934f2f9a12,REQUIRES,1.5,升,
89f781d96e423031,8e0c85939ec53b4c,012f941f126fbf2c,REQUIRES,2,克,
845a76785f1e95b0,8e0c85939ec53b4c,75789e58d099a674,REQUIRES,5,毫升,
e29956adcbb7e1d0,8e0c85939ec53b4c,fb76ded324b3c952,REQUIRES,,,
5161d3d4265d997c,8e0c85939ec53b4c,61d72977e7d9e184,CONTAINS_STEP,,,1.0
6defc0e56b7547bb,8e0c85939ec53b4c,8d16e33bde074bbf,CONTAINS_STEP,,,2.0
c54ebb9688af1c0a,8e0c85939ec53b4c,6c60a6a60c470553,CONTAINS_STEP,,,3.0
a320e145093607e1,8e0c85939ec53b4c,dd6480e2b760788a,CONTAINS_STEP,,,4.0
2ca61fe72c7a0f0b,8e0c85939ec53b4c,564a8d42f85092f0,CONTAINS_STEP,,,5.0
7271ddc4a073205e,8e0c85939ec53b4c,e030434706fd3aea,BELONGS_TO_CATEGORY,,,
3f94846616471e17,8e0c85939ec53b4c,90fbf75112044729,HAS_DIFFICULTY_LEVEL,,,
b545a3d3fb44a4d3,231d29d4ab20abb3,50ccd5256717699b,REQUIRES,300,克,
0e15e60b3afe78cb,231d29d4ab20abb3,591bba36f3a09e1c,REQUIRES,10,毫升,
ae4a2cf11d18f22f,231d29d4ab20abb3,f00e325df91687b0,REQUIRES,20,毫升,
2cb036d78dbe2918,231d29d4ab20abb3,fd0c9db7a6a22d61,REQUIRES,50,克,
3009bc7ce8530661,231d29d4ab20abb3,ed5e59e62e79f897,REQUIRES,1000,毫升,
909dfefcc2b13119,231d29d4ab20abb3,9949b74f9bbcbda2,REQUIRES,1,克,
549a722860ea90d2,231d29d4ab20abb3,809cd62c6159126d,REQUIRES,5,克,
b9c6b6f9d31590d7,231d29d4ab20abb3,5c892ba5ba5ddd13,REQUIRES,1,克,
e296f7448d71f551,231d29d4ab20abb3,25b3242025557526,REQUIRES,20,克,
85ec045963cc1044,231d29d4ab20abb3,ecd933fa92ebaa43,CONTAINS_STEP,,,1.0
e8cef86d89fc00a6,231d29d4ab20abb3,51b97ccdfecb4300,CONTAINS_STEP,,,2.0
c24c0a0242364dff,231d29d4ab20abb3,0a8abf3a2a469aa6,CONTAINS_STEP,,,3.0
5bc9f11382429434,231d29d4ab20abb3,828139362ff71453,CONTAINS_STEP,,,4.0
c7e52d97ad5f93da,231d29d4ab20abb3,73879902023c0251,CONTAINS_STEP,,,5.0
ec5eee3cf516a3ba,231d29d4ab20abb3,e030434706fd3aea,BELONGS_TO_CATEGORY,,,
39cdfc5ef3c2a679,231d29d4ab20abb3,b47f0d2431a888a2,HAS_DIFFICULTY_LEVEL,,,
6d0ef9ade5bfb3dc,66a094b270e52b80,0890ceb4dfc72463,REQUIRES,300,克,
db7bae848382b286,66a094b270e52b80,ece4e56397856e18,REQUIRES,100,克,
122d5d0ee0f3b076,66a094b270e52b80,be61f8f91eefd266,REQUIRES,200,克,
12f3153599a8c62c,66a094b270e52b80,be1a7c309fe2740b,REQUIRES,30,克,
383771703584978a,66a094b270e52b80,f00e325df91687b0,REQUIRES,15,毫升,
401079cb6665ac28,66a094b270e52b80,809cd62c6159126d,REQUIRES,10,克,
96b11542a649b5b6,66a094b270e52b80,9985bde4659f8be0,CONTAINS_STEP,,,1.0
46946263589725f2,66a094b270e52b80,16da71db190301ba,CONTAINS_STEP,,,2.0
69848bcb1f631a17,66a094b270e52b80,1173125ddf1fbad2,CONTAINS_STEP,,,3.0
21f470fc62096983,66a094b270e52b80,f0f8401b34613b1c,CONTAINS_STEP,,,4.0
ab67da9049786ac8,66a094b270e52b80,e030434706fd3aea,BELONGS_TO_CATEGORY,,,
25995e8c63919d98,66a094b270e52b80,8ffff47d4d8a1bba,HAS_DIFFICULTY_LEVEL,,,
3788dd5b0ff31556,edea0ef34af44d12,bb154589aa0ece72,REQUIRES,150,克,
0ebbc65f56d8d3ef,edea0ef34af44d12,fd3a4723e62d2b32,REQUIRES,5,克,
590cf567d31bd162,edea0ef34af44d12,f7e2bea0db01f3ce,REQUIRES,2,瓣,
b1dc1c2befaa84a6,edea0ef34af44d12,8eacb18b6bdddbdf,REQUIRES,15,毫升,
f7a1165845df01a0,edea0ef34af44d12,89aa75a311e9eced,REQUIRES,10,毫升,
f7bf9eeaf88beef6,edea0ef34af44d12,3de857b59530ec6e,REQUIRES,3,克,
d3e4a89685a47397,edea0ef34af44d12,6062648b34c8fd88,REQUIRES,5,毫升,
ffcdc854895f5bea,edea0ef34af44d12,02cd318784d9a45a,REQUIRES,5,毫升,
d1de654502b9ea37,edea0ef34af44d12,326782839c2b3177,CONTAINS_STEP,,,1.0
b95e3caa7626b06c,edea0ef34af44d12,b3e592edc8e202dd,CONTAINS_STEP,,,2.0
9b356da66610ada9,edea0ef34af44d12,1326d22c02a855a6,CONTAINS_STEP,,,3.0
8206f56ed02a50a0,edea0ef34af44d12,4327b37fa6971517,CONTAINS_STEP,,,4.0
ab77432d9af9bdcc,edea0ef34af44d12,767910bf309209f7,CONTAINS_STEP,,,5.0
be76203b5a5d0a7f,edea0ef34af44d12,ebbb1a0b9e70cbf8,CONTAINS_STEP,,,6.0
9f4f8972fa128dfb,edea0ef34af44d12,739e2d0982bbcd43,CONTAINS_STEP,,,7.0
26147093567d144e,edea0ef34af44d12,1850682df0498f0d,CONTAINS_STEP,,,8.0
13be65cb503b8908,edea0ef34af44d12,f445597727b99b6a,CONTAINS_STEP,,,9.0
d6929bbfd2712e1d,edea0ef34af44d12,f24427900e9df1c1,CONTAINS_STEP,,,10.0
4c71f18be32ccac4,edea0ef34af44d12,6ad42fcc23d9d172,CONTAINS_STEP,,,11.0
1953a4a5e78841eb,edea0ef34af44d12,e1b9c2430564a356,CONTAINS_STEP,,,12.0
b57d6956b822a5dd,edea0ef34af44d12,9b7a3411fd64b122,CONTAINS_STEP,,,13.0
f7969b8dda0a2c4e,edea0ef34af44d12,8c5a6906a9c7e797,BELONGS_TO_CATEGORY,,,
54908715c3f88ed2,edea0ef34af44d12,90fbf75112044729,HAS_DIFFICULTY_LEVEL,,,
56943f3ac33de63d,70c402155afe1003,235c2c8ad80e2868,REQUIRES,200,克,
390b5acf9988a0ff,70c402155afe1003,c4c861a331203d3a,REQUIRES,150,克,
2a2880dbdad9b8d8,70c402155afe1003,d5c10128dd3ae3c1,REQUIRES,3-4,个,
0d94bafab03d2f74,70c402155afe1003,1e2a144c462b1349,REQUIRES,5,克,
a19b14d51a060d93,70c402155afe1003,be1a7c309fe2740b,REQUIRES,5,克,
3948b53c8311a4da,70c402155afe1003,02388f585485c7d2,REQUIRES,15,克,
8529c64d68b8768b,70c402155afe1003,a9ee11c0b1e01174,REQUIRES,15,毫升,
cbc6d5c92856da15,70c402155afe1003,8eacb18b6bdddbdf,REQUIRES,10,毫升,
f213b4275d0a76c0,70c402155afe1003,51731c093ee2c51a,REQUIRES,10,克,
c367624696415405,70c402155afe1003,2cdc8e1f9aefc7b2,REQUIRES,8,克,
eaa3abeebf5c05bf,70c402155afe1003,75789e58d099a674,REQUIRES,,,
89d2d7b0756b9443,70c402155afe1003,17be33197573887b,CONTAINS_STEP,,,1.0
c8615f8e0109ce9a,70c402155afe1003,5be87a05d45cb7a4,CONTAINS_STEP,,,2.0
5036fcd622e5a479,70c402155afe1003,5296f6400f6f0fc8,CONTAINS_STEP,,,3.0
d8f13826d2df7108,70c402155afe1003,f153e593f21fdbea,CONTAINS_STEP,,,4.0
1ede879efccd17bc,70c402155afe1003,359e0d7c70b931f0,CONTAINS_STEP,,,5.0
